text,rating,date,location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Given the number of excellent reviews I found online, I finally get a chance to try this restaurant with my mate today.<br><br>Granted Im writing this review based on one main &amp; one drink, it might be slightly biased. But oh well....<br><br>PAD SEE EW ($9.90) : Portion is generous. But the flavour is just...meh. Definitely one of the worst Pad See Ew I had in Sydney.<br><br>Logan Drink ($4): Too sweet, more of a syrup taste than logan. disappointing.<br><br>I think $10 for lunch is a good deal, however, given that this is located at Haymarket area, Im sure there are better $10 lunch options.<br><br>Sorry fans, this restaurant did not live up to my expectation (not very high i promise). And I would not be back to try other dishes... :( <br><br>Note:No credit cards for bills under $30 !</span>",2 star rating,"Aug 5, 2013",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Given the number of excellent reviews I found online, I finally get a chance to try this restaurant with my mate today.<br><br>Granted Im writing this review based on one main &amp; one drink, it might be slightly biased. But oh well....<br><br>PAD SEE EW ($9.90) : Portion is generous. But the flavour is just...meh. Definitely one of the worst Pad See Ew I had in Sydney.<br><br>Logan Drink ($4): Too sweet, more of a syrup taste than logan. disappointing.<br><br>I think $10 for lunch is a good deal, however, given that this is located at Haymarket area, Im sure there are better $10 lunch options.<br><br>Sorry fans, this restaurant did not live up to my expectation (not very high i promise). And I would not be back to try other dishes... :( <br><br>Note:No credit cards for bills under $30 !</span>",2 star rating,"Aug 5, 2013","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,2 star rating,"Aug 5, 2013",
,2 star rating,,
,,"Aug 5, 2013",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">This restaurant was recommended by a friend. Although we had to wait for 20 mins I was happy with the service and food. Portions were pretty big for the price and food was great  I would definitely recommend this place.</span>",5 star rating,"Feb 25, 2018","Sunnyvale, CA"
,,,"Sunnyvale, CA"
,,,"Sunnyvale, CA"
,,,
,,,"Sunnyvale, CA"
,,,"Sunnyvale, CA"
,,,
,5 star rating,"Feb 25, 2018",
,5 star rating,,
,,"Feb 25, 2018",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Delicious and quick service delivery. The Tom Yum soup was still steaming hot and had a nice amount of tang. The pad see ew was filled with wonderful amounts of veggies and chicken, with a slight sweetness from the sauce. <br><br>Would highly recommend!</span>",5 star rating,"May 19, 2018","Houston, TX"
,,,"Houston, TX"
,,,"Houston, TX"
,,,
,,,"Houston, TX"
,,,"Houston, TX"
,,,
,5 star rating,"May 19, 2018",
,5 star rating,,
,,"May 19, 2018",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Good standard Thai for sure. Super quick service (you actually feel a bit rushed), very busy and crowded table space, but pretty tasty stuff. Nothing flash or very original, but a great choice for the basics you'd be in the mood for sometimes. Not for people who are looking for very spicy or unique dishes at all. <br><br>The other thing I will say is the vegetarian selection is very limited. Not uncommon, and 100% their prerogative, but probably wouldn't recommend for strict veggies. The language barrier with the staff (although they're very nice) makes it that much harder to figure out what's in things that aren't described on the menu.<br><br>They also won't split bills, and charge a 3-6% surcharge for using credit cards.</span>",3 star rating,"Dec 12, 2017","Toronto, Canada"
,,,"Toronto, Canada"
,,,"Toronto, Canada"
,,,
,,,"Toronto, Canada"
,,,"Toronto, Canada"
,,,
,3 star rating,"Dec 12, 2017",
,3 star rating,,
,,"Dec 12, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Solid 4 stars, good but not great Thai food.  Maybe I was expecting more out of Yelps top choice for Thai in Sydney.  Of the 7 dishes we ordered, everything was tasty but not overwhelming.  Food comes out really quick but otherwise a no frills place.  We had an early dinner around 445pm and by the time we finished, a line was forming so go early cause it's popular.</span>",4 star rating,"Nov 28, 2019","Austin, TX"
,,,"Austin, TX"
,,,"Austin, TX"
,,,
,,,"Austin, TX"
,,,"Austin, TX"
,,,
,4 star rating,"Nov 28, 2019",
,4 star rating,,
,,"Nov 28, 2019",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The Pad Thai was amazing. The veggie spring rolls were fresh, simple, good. A great place for a vegetarian.</span>",5 star rating,"Nov 18, 2019","San Luis Obispo, CA"
,,,"San Luis Obispo, CA"
,,,"San Luis Obispo, CA"
,,,
,,,"San Luis Obispo, CA"
,,,"San Luis Obispo, CA"
,,,
,5 star rating,"Nov 18, 2019",
,5 star rating,,
,,"Nov 18, 2019",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">If you can endure the wait, you're in for a treat! The line seemed the long, but the wait wasn't so since it seemed a lot of people gave up their place in line. The window display at the front of the restaurant reminds me of Ding Tai Fung because you can see them make certain appetizers and desserts - a very interesting show.<br><br>Crispy Pork Belly was too crispy to the point where I can't taste any pork with every bite. Both the meat and the skin are fried to a crisp. As much as people rave about this dish, I wouldn't recommend it. The sauce was good, the actual crispy pork was not.<br><br>The winners of the night were the soft shell crab salad and pad see Mao with beef. The crab was tasty and messed well with the slaw. The dressing was yummy, but there was a bit too much of it to the point where I was afraid the crispiness of the crab will be soften by the dressing. The pad see Mao was spicy and is definitely one of the better versions of this dish at the many places I've had it.<br><br>Custard sticky rice was not spectacular. Custard on top with sticky rice on the bottom was forgettable. The custard was too soggy and the different colored sticky rice just all tasted the same thanks probably to food coloring.<br><br>All in all, if I'm ever in Sydney again, I'll probably pay this place another visit.</span>",4 star rating,"Aug 31, 2016","Diamond Bar, CA"
,,,"Diamond Bar, CA"
,,,"Diamond Bar, CA"
,,,
,,,"Diamond Bar, CA"
,,,"Diamond Bar, CA"
,,,
,4 star rating,"Aug 31, 2016",
,4 star rating,,
,,"Aug 31, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Visited this place around 7:00 pm on a Tuesday.... queued for 10 mins and then got a table....food is good but a little spicy(Thai green curry rice)...I forgot to try pork crispy though. <br><br>Also tried lamb satay...which was good</span>",5 star rating,"Dec 6, 2017","Bellevue, WA"
,,,"Bellevue, WA"
,,,"Bellevue, WA"
,,,
,,,"Bellevue, WA"
,,,"Bellevue, WA"
,,,
,5 star rating,"Dec 6, 2017",
,5 star rating,,
,,"Dec 6, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Was walking around in the city at 2pm, didn't know what to eat. <br>I've been longing to Home but every time I've been, theres been a long queue. But i thought maybe this time it would be easier to get a table, since it was 2pm and a weekday (and......table for 1 LOL *lonely*)<br>Got seated within 3 mins, still had to write my name on the waiting list tho haha. Always a queue there!!<br>Ordered a Pad Thai. This is my default dish to order at every Thai Restaurant. I just think that its necessary to order this staple so i can compare Pad Thai's. (I should just be a Pad Thai connoisseur tbh)<br>Well, Home. You were worth the wait, you were worth the times i walked away when i saw the queue. and now i know WHY theres a queue.<br>Pad Thai was 11/10 standout. It definitely has its own BANG to it, can't exactly point it out though. It is different to the Pad Thai at Chat Thai. I like how the Pad Thai at Home has the little mounds on sugar and some burning spicy spices. However, i underestimated how spicy the spices were, and just straight up ate a little and burned my oesophagus (where i then proceeded to scoop all the spicy spices off my dish, and mix in ALL the sugar provided)<br>Overall, gr8/10. Will be back soon :D</span>",5 star rating,"Apr 18, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,5 star rating,"Apr 18, 2016",
,5 star rating,,
,,"Apr 18, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Really good. 100% recommend if you're in the area.<br><br>The location is cool. It's in a very urban area of the city that has a lot of foot traffic. It looks small but is surprisingly big inside. Kitchen is visible from the restaurant and outside, I thought the street-view kitchen was cool. <br><br>Design and decor are modern and clean. The food is seriously good. We like spicy food and ordered everything a little spicier than what comes with the regular orders. Everything was amazing though. We ended up coming back again a few days later and will return during our next trip to Sydney!</span>",5 star rating,"Oct 20, 2017","Corona, CA"
,,,"Corona, CA"
,,,"Corona, CA"
,,,
,,,"Corona, CA"
,,,"Corona, CA"
,,,
,5 star rating,"Oct 20, 2017",
,5 star rating,,
,,"Oct 20, 2017",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4.5 star rating,,
,4.5 star rating,,
,,,
,4.5 star rating,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
text,rating,date,location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",1 star rating,"Jun 14, 2017","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",1 star rating,"Jun 14, 2017","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,
,,,
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,," flavours
Even on a Wednesday evening, there was a queue outside the restaurant."
,,,
,,,Pork belly is really excellent as well as the 
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Oh my, oh my! How the mighty has fallen! This place used to be so good. New ownership has not kept up with the standard! <br>Don't waste your money. It's no longer the restaurant we used to know. This is sad!</span>",1 star rating,"Jun 14, 2017",Location
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Oh my, oh my! How the mighty has fallen! This place used to be so good. New ownership has not kept up with the standard! <br>Don't waste your money. It's no longer the restaurant we used to know. This is sad!</span>",1 star rating,"Jun 14, 2017",Location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Oh my, oh my! How the mighty has fallen! This place used to be so good. New ownership has not kept up with the standard! <br>Don't waste your money. It's no longer the restaurant we used to know. This is sad!</span>",1 star rating,"Jun 14, 2017",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Oh my, oh my! How the mighty has fallen! This place used to be so good. New ownership has not kept up with the standard! <br>Don't waste your money. It's no longer the restaurant we used to know. This is sad!</span>",1 star rating,"Jun 14, 2017","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,1 star rating,"Jun 14, 2017",
,1 star rating,,
,,"Jun 14, 2017",
,,,
,,,
,5 star rating,"Oct 12, 2012",
,5 star rating,"Oct 12, 2012",
,5 star rating,"Oct 12, 2012",
,5 star rating,,
,,"Oct 12, 2012",
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I dunno about you but I couldn't keep my eyes off the waitresses... I mean the ipad.....(gulp!)<br><br>Hands down, bar none - the best thai restaurant for the price you are paying. The environment is cool and unlike any other. The Salmon curry was tasty and hearty and the papaya salad is fresh. <br><br>I am also amazed by the lady-boy waiters ... very soft skin... <br><br>Ok.. I am side tracked. <br><br>Food was excellent!!!<br><br>There... enuf said.</span>",,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I dunno about you but I couldn't keep my eyes off the waitresses... I mean the ipad.....(gulp!)<br><br>Hands down, bar none - the best thai restaurant for the price you are paying. The environment is cool and unlike any other. The Salmon curry was tasty and hearty and the papaya salad is fresh. <br><br>I am also amazed by the lady-boy waiters ... very soft skin... <br><br>Ok.. I am side tracked. <br><br>Food was excellent!!!<br><br>There... enuf said.</span>",,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Got treated here by a friend and this is really an excellent Thai resto in Sydney. The only trouble is the line is long! Granted we were 8 people and they don't take reservations, but 2 hours? I guess it is not really their fault as the place was packed!<br><br>The food here is really a cut above the rest though. Just a shame that everyone else seems to know about it.<br><br>Pork belly is really excellent as well as the banana flower. Everything here is good overall...</span>",5 star rating,"Dec 2, 2011","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,5 star rating,"Dec 2, 2011",
,5 star rating,,
,,"Dec 2, 2011",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I've eaten here with the same group of friends twice now. It's undoubtedly my favourite Thai restaurant and definitely trumps many of my local Thai restaurants. I guess a testament to how great it is is how long it takes to line up for dinner here on a normal day. We spent about 15-20 mins standing outside each time since there's no booking of course, but it was definitely worth it.<br><br>If you're ever here, order the crackling pork belly with some steamed rice to share with a couple of others - you'll love it, I promise! The service is incredibly fast as well and all our orders seemed to come out within 5-10 mins of us ordering it. Remarkable considering that the entire restaurant was packed and there were groups still waiting outside to eat at 9pm. The prices are pretty reasonable, too. A group of 4 of us had dinner there and we amassed about $30 a head and felt stuffed afterwards.<br><br>However, if you're a vegan like one of my friends was, this may not be your favourite place. There aren't many good options that we found for her so I wouldn't recommend you come here for that.<br><br>Basically, I'm giving this place a huge yes. Do I recommend this place? Yes. Will I eat here again? Yes. Would I wait half an hour to eat here again? Definitely yes.</span>",5 star rating,"Jan 23, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,5 star rating,"Jan 23, 2016",
,5 star rating,,
,,"Jan 23, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Cheap Thai, ok flavours but the ambience is not pleasant. <br><br>Queues forming at a restaurant for both lunch and dinner means a restaurant is probably good, but I feel that the flavours and the ambience do not justify the visit. <br><br>The flavours are more authentic than the average local Thai restaurant but I don't love it, it tastes average. <br><br>As for ambience, guests are expected to queue up for 20mins then be crammed in any available spot, meaning you'll be literally rubbing elbows with strangers and of course you'll need to awkwardly balance your bag on your lap (the chairs have no backs) while making sure the sauce doesn't spill onto your clothes or belongings.</span>",3 star rating,"Jan 20, 2016","Cherrybrook, Australia"
,,,"Cherrybrook, Australia"
,,,"Cherrybrook, Australia"
,,,
,,,"Cherrybrook, Australia"
,,,"Cherrybrook, Australia"
,,,
,3 star rating,"Jan 20, 2016",
,3 star rating,,
,,"Jan 20, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Stumbled across this spot walking around. It doesn't take a genius to know this is a must try because for months I've always seen a line of people waiting every time. Place was amazing. Fish was so fresh it practically melted in my mouth. Had the duck curry and the seafood papaya and one couldn't tell if you were in Australia or Thailand. Slightly pricey in my opinion but would come back again for sure</span>",5 star rating,"Mar 19, 2016","Washington, DC"
,,,"Washington, DC"
,,,"Washington, DC"
,,,
,,,"Washington, DC"
,,,"Washington, DC"
,,,
,5 star rating,"Mar 19, 2016",
,5 star rating,,
,,"Mar 19, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Everything is excellent.  Very quick service and meal delivery, even when incredibly busy.  <br>The food is outstanding and you could make a meal just from the entrees. <br>Go no where else for Thai.</span>",5 star rating,"Sep 11, 2016","San Clemente, CA"
,,,"San Clemente, CA"
,,,"San Clemente, CA"
,,,
,,,"San Clemente, CA"
,,,"San Clemente, CA"
,,,
,5 star rating,"Sep 11, 2016",
,5 star rating,,
,,"Sep 11, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Thai restaurants are a dime a dozen, but this one is a goodie. And people know it because there is always a queue, no matter what time it is. <br>I've been here twice for lunch and dinner respectively and both were great experiences. For lunch I just had a pad thai which was nice, with a thai milk tea. For dinner I had the pad thai again, plus the pork belly with chilli which was fatty but good.  But the thing I loved the most was the dessert which was a thai fried donut which you dip in condensed milk and pandan sauce. It was almost like churros but asian style!<br>Definitely recommend.</span>",4 star rating,"Oct 26, 2011","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,4 star rating,"Oct 26, 2011",
,4 star rating,,
,,"Oct 26, 2011",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">This was my favourite Thai place to come to it had great service and the food was perfectly made, They then got new management and everything has changed the staff were rude and wouldn't let me have an extra plate... strange. <br>The food was not as great as it was with the old management and I found a hair in my food</span>",2 star rating,"Oct 30, 2018","Dulwich Hill, Australia"
,,,"Dulwich Hill, Australia"
,,,"Dulwich Hill, Australia"
,,,
,,,"Dulwich Hill, Australia"
,,,"Dulwich Hill, Australia"
,,,
,2 star rating,"Oct 30, 2018",
,2 star rating,,
,,"Oct 30, 2018",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The best Thai food outside of Thailand!! For real! Home Thai is my favorite restaurant in Sydney... super affordable, super quick, amazing food!! A must go to when in Sydney! <br>My favorites are the Pad Thai and the Red Curry with Chicken</span>",5 star rating,"Apr 6, 2017","Westwood, Los Angeles, CA"
,,,"Westwood, Los Angeles, CA"
,,,"Westwood, Los Angeles, CA"
,,,
,,,"Westwood, Los Angeles, CA"
,,,"Westwood, Los Angeles, CA"
,,,
,5 star rating,"Apr 6, 2017",
,5 star rating,,
,,"Apr 6, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">One of my favourite places to eat on a night out, whether it's with friends or just my boyfriend. Line can get really long, but once you're inside the service is so fast. Expect your food to arrive within 5 mins of ordering. We ordered the soft shell crab with mango salad. Absolutely delicious, the flavour was so divine! We also got the Pad prik khing, as did half the restaurant upon observation, and again we weren't disappointed. Just wait till you grab their dessert menu! This place is the full set, absolutely my favourite casual dining place.</span>",5 star rating,"Mar 11, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,5 star rating,"Mar 11, 2016",
,5 star rating,,
,,"Mar 11, 2016",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4.5 star rating,,
,4.5 star rating,,
,,,
,4.5 star rating,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
text,rating,date,location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",5 star rating,"Aug 25, 2015","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",5 star rating,"Aug 25, 2015","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,
,,,
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,," flavours
Even on a Wednesday evening, there was a queue outside the restaurant."
,,,
,,,Pork belly is really excellent as well as the 
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I am a massive fan of Home Thai. I've tried a range of dishes and really love the Massaman Curry, red curry, all the crispy pork and the desserts. <br><br>As with most Asian restaurants, it's best to go to Home Thai with a group of people so that you get to try a broad range of dishes rather than just a couple. The Massaman curry is so so tender that I just want more. There's a hint of sour in the luscious coconut sauce which balances out the richness quite nicely.<br><br>It's a popular restaurant so there is often a bit of a wait for a place, but the line moves quite quickly most of the time. Once inside you'll be crammed next to a thousand other diners on low wooden stools, but it's no big deal. Sort of adds to the ambience of the place really.<br><br>All in all, one of the best Thai restaurants going with food tastier than most of the stuff I've tasted in Thailand.</span>",5 star rating,"Aug 25, 2015",Location
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I am a massive fan of Home Thai. I've tried a range of dishes and really love the Massaman Curry, red curry, all the crispy pork and the desserts. <br><br>As with most Asian restaurants, it's best to go to Home Thai with a group of people so that you get to try a broad range of dishes rather than just a couple. The Massaman curry is so so tender that I just want more. There's a hint of sour in the luscious coconut sauce which balances out the richness quite nicely.<br><br>It's a popular restaurant so there is often a bit of a wait for a place, but the line moves quite quickly most of the time. Once inside you'll be crammed next to a thousand other diners on low wooden stools, but it's no big deal. Sort of adds to the ambience of the place really.<br><br>All in all, one of the best Thai restaurants going with food tastier than most of the stuff I've tasted in Thailand.</span>",5 star rating,"Aug 25, 2015",Location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I am a massive fan of Home Thai. I've tried a range of dishes and really love the Massaman Curry, red curry, all the crispy pork and the desserts. <br><br>As with most Asian restaurants, it's best to go to Home Thai with a group of people so that you get to try a broad range of dishes rather than just a couple. The Massaman curry is so so tender that I just want more. There's a hint of sour in the luscious coconut sauce which balances out the richness quite nicely.<br><br>It's a popular restaurant so there is often a bit of a wait for a place, but the line moves quite quickly most of the time. Once inside you'll be crammed next to a thousand other diners on low wooden stools, but it's no big deal. Sort of adds to the ambience of the place really.<br><br>All in all, one of the best Thai restaurants going with food tastier than most of the stuff I've tasted in Thailand.</span>",5 star rating,"Aug 25, 2015",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I am a massive fan of Home Thai. I've tried a range of dishes and really love the Massaman Curry, red curry, all the crispy pork and the desserts. <br><br>As with most Asian restaurants, it's best to go to Home Thai with a group of people so that you get to try a broad range of dishes rather than just a couple. The Massaman curry is so so tender that I just want more. There's a hint of sour in the luscious coconut sauce which balances out the richness quite nicely.<br><br>It's a popular restaurant so there is often a bit of a wait for a place, but the line moves quite quickly most of the time. Once inside you'll be crammed next to a thousand other diners on low wooden stools, but it's no big deal. Sort of adds to the ambience of the place really.<br><br>All in all, one of the best Thai restaurants going with food tastier than most of the stuff I've tasted in Thailand.</span>",5 star rating,"Aug 25, 2015","Kingswood, Australia"
,,,"Kingswood, Australia"
,,,"Kingswood, Australia"
,,,
,,,"Kingswood, Australia"
,,,"Kingswood, Australia"
,,,
,5 star rating,"Aug 25, 2015",
,5 star rating,,
,,"Aug 25, 2015",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">You guys are getting sloppy. Quality is going down hill. Used to be my favorite, but you skipped the cherry tomatoes in my pork salad. It tasted salty?! The flavors were hot bland over spicy flavor. I can tell you've cheapened it up a bit more with the portion of meats, less in massaman curry and papaya salad wasn't good as it used to be.. no color and vibrancy like it was before. This used to be the best place for Thai in Sydney.. but I have other go to's now. Fix it and I'll rate it up again.</span>",2 star rating,"Oct 19, 2018","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,2 star rating,"Oct 19, 2018",
,2 star rating,,
,,"Oct 19, 2018",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Best food I have had in Sydney so far! Ordered the chicken pad Thai, pork belly, and the papaya salad. All three dishes were so delicious. I wish I had enough room to try the rest of the menu.</span>",4 star rating,"Nov 25, 2016","Honolulu, HI"
,,,"Honolulu, HI"
,,,"Honolulu, HI"
,,,
,,,"Honolulu, HI"
,,,"Honolulu, HI"
,,,
,4 star rating,"Nov 25, 2016",
,4 star rating,,
,,"Nov 25, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Yum!  Had the sweet and spicy shrimp and pad prik prawns.  Both were excellent!!  Nice size portions--we could have shared one. Very casual, very noisy. Going back for pad Thai.</span>",5 star rating,"Mar 23, 2019","Marietta, GA"
,,,"Marietta, GA"
,,,"Marietta, GA"
,,,
,,,"Marietta, GA"
,,,"Marietta, GA"
,,,
,5 star rating,"Mar 23, 2019",
,5 star rating,,
,,"Mar 23, 2019",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Delicious. Big menu, decent prices, fast service and a fun experience seeing the open kitchen.</span>",5 star rating,"Dec 24, 2018","Bedford Stuyvesant, Brooklyn, NY"
