text,rating,date,location,review_length,word_count
great service get food fast compare restaurant wait 30 min table 3 arrive early avoid queue,4,"Jun 24, 2015","Sydney, Australia",147,29
come time love pad thai price bit expensive quality dish good salad fresh crunchy yum variety dish spicy awesome m fan spicy food,5,"Jul 17, 2013","Sydney, Australia",215,43
price get wrong bill wait 20 min table 1 night expect long line s bad twist busy place explain later initially get tab 52 4 waitress work table think bit high 40 meal usa figure local taxis not want raise ruckus get hotel soon realize local auzi taxis include price oh manage find restaurant receipt find waitress mistakenly give else tab show 3 diner extra entree rice meal good worth long wait getting overcharge nope believe staff give wrong bill busy night hope management take look receipt attach tell waitress handle bill careful time piss customer,1,"Dec 2, 2019","Santa Clara, CA",1027,204
real deal witness line door jampack like downtown bangkok kl solely thai place favorite find plenty malaysian singaporean indonesian plate mix fast service beer wine wish good outstanding authentic cuisine,5,"Sep 8, 2017","Orange, CA",311,52
great place hear lot decide trywell long queue 20 minute get seat great thai food fast service cordiality understand busyhighly suggest,4,"May 8, 2014","Sydney, Australia",261,49
spicy delightful order green curry chicken red curry tofu vegetable fry rice vegetable dumpling perfect food party 4 people ambience lovely food deliver quickly visit m area,5,"Aug 18, 2017","Berkeley, CA",305,55
pop close close time saturday night probably one serve enjoy speedy service great fresh taste thai initially seat cash register pop centimeter head bill settle punishment come close close move comfortable open fine size beef piece massaman curry crazy big m dubious luckily quality good likewise mate get salmon look like cut fish dump sauce salmon soak spicy juice perfectly nice surprise house wine d expect house wine not bottleo superclose stick recommend sure bring nice want decent drop home thai great choice thai cbd pretty darn cheap night eat sydney,4,"Oct 31, 2014","Melbourne, Australia",1054,196
day sydney line place door naturally intrigue come tuesday 5pmno line beef pad thai tom yum perfect lime chili ask mild hot mouthwateringly delicious automatic favorite,5,"Dec 23, 2014","Cambridge, MA",306,56
yum home super yummy thai place pleased eat sydney ambiance warm friendly small table group relatively close place large group upper area seatedwe seat immediately server come fast time need moment decide appear quickly ready order get pork belly pad c ew pork dumpling prawn cake share get glass sauvignon blanc pork dumpling come 3 minute shock speed service hear good thing excited good definitely expect thick consistency middle filling definitely sweet savory not come dip sauce sort fine expect sweet start dinner prawn cake pork belly come 5 minute get dumpling pork belly delicious crisp point worried eat not suppose excellent hot try prawn cake good come nice sauce nicely crispy outside yummy middle finally pad c ew come honestly expect bit spicy extremely mild delicious certainly mild usually 1 star max kind spice girl sauce good chicken cook absolutely perfectly bite enjoy overall service super fast place bring large group hangout long period time food delicious dumpling sweet sideyum,5,"Jun 8, 2017","Seattle, WA",2001,386
average thai food not understand popular waiting time ridiculous come option area,1,"Nov 22, 2017","Darlinghurst, Australia",164,32
excellent food good come early line long favorite place sydney family style definitely way bad place,5,"Mar 23, 2017","Stanton, CA",223,42
recommend try place visit sydney place disappoint good thai food classic pad thai dim sum chicken satay sydney visit try,5,"Apr 6, 2017","Atlanta, GA",259,52
restaurant funny wetdog smell pesky fly food averagegood cashew chicken husband crispy pork menu size option nice service quick,3,"Sep 11, 2016","New York, NY",201,36
good pack house wait bad service bit slow sticky mango delicious,4,"May 10, 2017","Temecula, CA",110,21
busy great food kind thai defiantly average eat everyday week satisfied,4,"Sep 7, 2016","Sydney, Australia",130,25
friend get chili basil rice good massaman beef curry disappointing super hard meat obviously overcooked sauce strangely milky sweet order review say great 1010 recommend get maybe get shitty order d stick noodle rice,4,"Nov 4, 2016","Seattle, WA",347,63
find place yelp decide try get early dinner read long queue get able table 15 min order pad se ew ginger chicken dish pad se ew good ve ginger chicken dish flavorful not realize chicken ve well rice overall good dinner time d order second noodle dish curry dish instead chicken,4,"Aug 14, 2016","San Francisco, CA",577,117
pretty good thai food area order food close hotel stay call order pick like 510 minute later order pork belly green bean delicious little spicy order chicken curry good think come white rice time pick food s line super fast definitely come,4,"Jul 16, 2014","Oakland, CA",470,93
restaurant not chicken pad thai not deserve business chicken pad thai spectacular not think eat place fancy adequate service stunning food great price,4,"Oct 27, 2016","México, D.F., Mexico",245,46
love place definitely favourite thai food s doubt people think consistently long queue decent price lively atmosphere absolutely droolworthy food,4,"Feb 18, 2016","Sydney, Australia",222,35
people write good review crispy pork belly tom yum 5 star grill pork neck dipping sauce winner,5,"Nov 24, 2012","Chatswood, Australia",141,29
m bummed ve come year half thoroughly enjoy ve change menu food good miss salmon duck curry different regular curry charge 3 cc 23 bill feel change energy not think ill come,3,"May 4, 2017","Carlsbad, CA",383,75
seriously delicious food queue reason plenty choose include interesting dish widen normal choice thai good kid table system efficient not line worth wait,5,"Jun 22, 2016",Australia,254,46
highly overrated line outside surely help hype service fast food look great taste quality definitely fall short special 5 plate dumpling squid pad thai papaya salad spring roll meh,3,"Jan 4, 2017","San Francisco, CA",269,45
seriously favourite thai sydney discover 2009 thai sydney cbd know s queue write list turnover quick,5,"Jun 14, 2016","Sydney, Australia",194,39
popular place local tourist find place yelp order pork belly signature dish dish flavor not alarm crunchiness take guard great dish share 12 people order chicken pad thai tasty spectacular definitely come,4,"Nov 30, 2016","Huntington Beach, CA",409,73
food delicious service great definitely return leave sydney sure adventurous menu,5,"Jun 21, 2017","København K, Copenhagen, Denmark",139,24
fantastic food dim sim kao kreab pak mhor fill single person load flavor like contrast nuttiness sweetness kao kreab tangy peppery sauce dim sim outstanding fast service brusque 15 minute d note 1 credit card surcharge,4,"Feb 27, 2016","San Jose, CA",377,71
go dinner rain storm day restaurant crowd people wait fortunately get table fast service efficient appetizer curry puff sweet spring roll raw vegetable taste different fried one try place enjoy spring roll main course stir fry fat noodle vegetable pad thai vegetable good decent portion,5,"Feb 25, 2019","New York, NY",526,95
fly melbourne hungry find home thai realitively close hotel decide walk know find place crowd outside wait not bad friday night approximately 20 minute table 2 look inside happen place wait staff work hard chicken pad thai roasted pork belly fry squid delicious squid spicy good way type spicy linger awhile food come amazingly fast enjoyed eat,5,"Nov 2, 2015","Middle Village, NY",599,111
write review visit home 4 star maybe star eye find restaurant actually afford eat price astronomical australiawe find chance walk lunchtime ton people wait outside table time go 930 wait table visit diner combine collective body heat open kitchen impossibly small table unbearable subsequent visit noise moderate staff friendlierwe start tom kha chicken soup think kitchen mistake miss coconut milk hostesswaitress point gently mistake matter d coconut milk red curry beef soup delicious itthe red curry soooo spicy say husband gee forgot ask medium say hostess overheard mild order mild nonasian say grin s realize not authentic thai food dumbeddown americans despite heat delicious go half box kleenex try eat nose run dish usually ordinary pad thai help generous portion jasmine rice s sell separately return sydney end trip crave home food go time early evening long line long wait apparently bunch group give name leave seat minute later vanish outside crowd not translate comfy experience inside table fill time heat ac not compete noise postagestamp table meal jarring experience dish serve nearly fun try fit dish small space time not order soup dish rice oh glass wine not realize time couple date order half menu try impress comical table pile like episode hoarder order massamun curry beef gross thick chunk meat potato swim ton soupy curry 99 fat not stand look let try hostess suggest change slice beef red curry not remember s d order previous time end identical meal time skip soup easy combine review come combine star rating late stick sliced meat love eat blubber,3,"Dec 2, 2013","Las Vegas, NV",3141,578
horrible thai food eat seriously good pork belly exceptional good,1,"Oct 15, 2013","Sydney, Sydney, Australia",169,30
eat home travel vacation enjoy busy highenergy place local massaman curry beef panang curry salmon fabulous highly spice enjoy fresh spring roll dim sum not night sydney d probably good meal vacation australia compare high end restaurant go early 530 sunday evening wait minute fun watch kitchen prepare food large window wait line time finish eat staff attentive pleasant busy rush,4,"Jun 15, 2014","Miami, FL",785,143
probably good thai food group order delicious highly recommend get mango sticky rice dessert,5,"Jul 16, 2018","Phoenix, AZ",189,32
good thai food sydney live 12 month enjoy food town green curry favorite town look good quick fulfil check place home cafe good,5,"Apr 21, 2014","San Diego, CA",254,50
place pack wait staff handle crowd effortlessly seat take order food table 15 min spring roll green curry chicken absolutely wonderful balanced flavor d anytime,5,"May 4, 2018","Reno, NV",267,44
good thai food city s big crowd people wait table lunch dinner time come early odd hour not want queue favourite dish panang curry salmon roasted duck curry pad thai yum hua plee salad shred banana flower prawn chicken shallot coriander chilli heap yummy stuff dessert terrific ridiculously cheap 5 service fast friendly,5,"Aug 26, 2012",Australia,499,91
good food quick service crispy pork belly rave yummy not dish state look,5,"May 26, 2016","San Mateo, CA",161,32
great thai great price good value meal ve arrive week ago place seemingly busy manage turn table quickly customer wanta welcome change inattention receive eatery owner embrace technology ipad ordering system server help improve servicethai donut dessert hit daughter,5,"Jan 7, 2013","CO, CO",404,66
great meal generous serving fast service cue 40 min school holiday busy time 65 spicy sweat tom yum prawn take breath away time flavour amazing decor basic food worth great place,4,"Jul 5, 2016","Sydney, Australia",319,64
usually sweet salty taste bud good balance satisfying meal nonetheless,3,"May 16, 2014","New York, NY",139,25
good thai spice good food fresh flavor,4,"Apr 29, 2014","Templeton, CA",68,13
far thai go personal favourite restaurant little crowded staff pretty good turnover quick not wait long adventurous menu thing standard pad thai great good option,4,"Jun 3, 2018","Sydney, Australia",331,64
amazing thai food wish chicago food like crispy pork belly fry rice glass noodle terrific service good place popular office lunch hour noon,5,"Aug 1, 2013","Chicago, IL",221,40
trully decilious thai food reasonable dish price trully love asian well early u wait 20mins 2030 peeson,5,"Aug 1, 2015","Strathfield, Australia",172,31
stumble place day sydney food cheap notch place inexpensive evening meal have couple drink darling harbourwaiting staff hit misscant argue quality food price,4,"Feb 20, 2014","Surry Hills, Australia",274,51
super impress pretty basic thai food busy long waiting line expect ordinary,3,"Jul 5, 2014","Melbourne, Australia",124,21
food okay guess thai choice like omg want burger,2,"Apr 20, 2018","Tarneit, Australia",95,20
great place authentic thai food moderate price booking system wait hour frustrating starve try impress friend dinner choice great eat complicated thai food small quieter place food taste,4,"Mar 8, 2016","Sydney, Australia",385,73
food delicious service good sit stair kitchen not good atmosphere manager take control stand look work look scary tho good way quality control business employee not like atmosphere open kitchen,3,"Jul 8, 2014","Sydney, Australia",360,68
excellent thai food authentic organise friendly staff busy atmosphere watch crowd entrance prepared wait table,4,"Dec 5, 2014","Sydney, Australia",169,29
good thai food towncheap food fantastic order food arrive timeive queue everytime walk past know,5,"Oct 26, 2012","Sydney, Australia",178,36
thai food connoisseur place worth try red curry fish dish delicious flavor delightful traditional spice passion fruit merge fabulously fish fresh bring cash cash s line worth wait,5,"Nov 11, 2017","Oakland, CA",298,52
june 16 2013 try soft shell crab papaya salad panang salmon curry beef chili basil super fast service table small accommodate plate,4,"Oct 30, 2013","San Francisco, CA",184,33
good food not expect great service waiter not appreciate asking curry dish 345 pm offer curry dish 400 pm say d come barely edible sliver red pepper guess show check approach pay bill nice placebut snooty waiter,3,"Sep 30, 2012","Granville Island/False Creek, Vancouver, Canada",392,76
highly recommend place great reasonably price thai food busy serve quickly,5,"Aug 31, 2017","San Jose, CA",113,18
great place cheap great food good intimate time fantastic quick bite good variety food not wait 5 minute meal alcohol cheap compare city bar easy walk past eye peel entrance street,5,"Apr 11, 2013","Sydney, Australia",334,63
good thai food sydney chat thai not recommend 1 thing particular like masaman curry pad thai snapper dish,5,"Dec 31, 2013","Orlando, FL",172,33
pad thai curry great bit spicy careful great service clean authentic thai food,5,"Aug 20, 2017","Corte Madera, CA",139,26
place actually pretty bad staff slow not know menu food way spicy depth flavour totally avoid,1,"May 19, 2013","Cambridge, MA",190,39
go lunch hear place pretty popular able sit right away great order larb favoritesa little bum want charge 3 rice rice usually come larb especially charge 9 iti like food great recommend mango sticky rice dessert,4,"Mar 21, 2012","San Francisco, CA",380,72
worth wait excellent fresh thai dish fantastic ambiance lively atmosphere need option pay paypal speed checkout line pay register way long,4,"Feb 28, 2013","San Jose, CA",205,35
nice food like smell food experience sit inside restaurant,4,"Nov 10, 2013","Mountain View, CA",94,18
bad service life treat customer badly visit place today lunch wait 15 min get table order food food arrive ask additional tissue spare straw waitress rude not care straw hand understand busy time go get tissue straw food arrive go desk ask soya sauce food blandand strike rude behaviour shout ask additional tissue straw not understand problem waitress support show door ask restaurant show rude behaviour see restaurant sydney ask customer leave restaurant physically handle peoplewhen insist want talk manger say available think twice place place life friend colleague office,1,"Apr 8, 2019","Sydney, Australia",1181,227
list good thai restaurant sydney want try see crowd wait outside seat kind excited usually sign good restaurant end decent tremendously special appetizer entree kao kreab pak mhor little dump purse veggie tofu actually interesting bit confused bring main main pad kee mao perfectly good spiced unlike chicago decent thai restaurant price perfectly reasonable particularly sydney little ask leftover want charge 50 container,3,"Jul 29, 2012","Chicago, IL",821,159
enjoy place tasty spicy expensive eat lot thai late night sydney,5,"Nov 30, 2011","Palo Alto, CA",93,17
arrive long line wait hear thai place suppose awesome wait long time finally get inside sit look not menu look water hostess sit ask waitress menu water ask oh guy not duh not s ask order foodwe want chicken meatball waitress order fry chicken tell not order waitress insist take anyways food come begin eat peer see waitress talk waitress look table feel like talk back problem tell face not appreciate waitress food good service suck come recommend,2,"Aug 5, 2015","Oklahoma City, OK",1019,200
wife visit home thai couple night ago ambience restaurant lively decent vibe order menu ask difference meal list exactly waitress explain spicy explain like nonspicy dish bring little spice great agree receive dish dish suppose nonspicy hot understand eat spicy food not problem spicines reason not risk review read say spiciness restaurant crazy take bite attempt send dish kid waitress refuse apologize spicy solution second mix spicy ensure second dish spice umm decline option share dish spicy return table tell remove dish bill eat order ask bill advise pay way 20 foot away sit cashier bill dish explain cashier suppose remove go waitress clear table 3 second waitress tell eat dish tick point money principle explain cashier cashier quickly offer 50 point steam probably come ear pay exit restaurant funny walk hotel couple restaurant share similar experience m sure tourist trap way conduct business meal decent experience horrible bad taste mouth excellent visit sydney short stay away,1,"May 25, 2018","San Diego, CA",2256,449
love mango sticky rice dessert price reasonable menu similar thai restaurant city choose dish not hard enjoy dining home thai,4,"Sep 13, 2015","Sydney, Australia",182,33
well thai sydney highly reccomend dish main course ok,4,"Mar 30, 2016","Adelaide, Australia",70,13
hard find walk past bit noisy food awesome noodle dish fantastic spicy thai sausage good authentic,5,"Aug 24, 2014","Ramona, CA",174,32
go friend food fresh delicious beautiful surrounding friendly effiicent staff,3,"Jun 30, 2014",Australia,111,17
awesome food fast service recommend place authentic thai food worth money,5,"Oct 3, 2015","Auckland, New Zealand",97,15
good get notch green curry massaman curry absolutely outstanding flavor sydney,5,"Nov 8, 2013","Naples, FL",149,26
good thai cuisine sydney well chathai delicious salad desert go couple time disappoint,5,"Oct 10, 2012","Allawah, Australia",164,27
pork belly hard dry soup salty visit,2,"Dec 22, 2015","Sydney, Australia",92,18
travel world pilot bangkok time unequivocally assert home thai good thai food world outside thailand stop downplay expectation dozen people ve take disappoint totally addicted green curry chicken pad thai fresh worth try tired have pt restaurant recommend restaurant highly,5,"Jan 20, 2023","Seal Beach, CA",486,86
arrive early avoid long wait time visit home thai try arrive 530 beat dinner crowdthe food authentic delicious spicy aware order dish share sample entire menu visitsi love concept open kitchen especially great bird eye view second floorbe aware split check charge surcharge credit cardi find staff rude time language appear barrier virtually beg water refill bring small pitcher fill 5 small cup spicy thai want water readily availablethe place hot dress,4,"Dec 18, 2017","Waukee, IA",777,142
good thai restaurant cbd wide selection authentic dish fantastic service intimate location great atmosphere highly recommend 773100,4,"Aug 27, 2020",Australia,170,25
food fine server terrible order drink coconut rum malibu coconut milk drink separately mix cuz taste go to abit weird way wish talk owner timeeverything good mix drink yes taste weird bartender know fix thing simply ask 2 piece lime lady take order look ask 2 piece reply yes later man bring 2 lamb skewer tell mistake lady look asian base accent guess thai come take plate man near face wrong say feel like yell honestly picture not post thing,2,"Oct 22, 2018","South Vancouver, Vancouver, Canada",876,188
patronise business year star rating fall 5 1 d place zero today bad experience restaurant cover menu hand write sticker advise surcharge good friday 1 dish ok fine meal go pay bill question surcharge suddenly 4 tell charge 1 serve rude female encounter argue surcharge food item say item insist main dish serving extra surcharge escalate argument keep deliberately laugh face ridicule say pay eat scream not come backi meet speak total bitch low life tell m fumingi tell rude woman meet begin yell abuse threaten police get reasoning situation pay cash leave find short change return correct change tell know not give right money laugh face debacle good friday certainly turn good bad restaurant regardless food service shocking waitress rude ll find sydney look scowling face,1,"Mar 25, 2016","Sydney, Australia",1609,305
come sydney place return restaurant nice ambience 2 4 people reasonable group seat table group 7 pinch option choose menu order vegetable pad thai came pipe hot right wok plate steam hot preference dislike room temperature food bite amazing flavour point authentic bit spicy prefer spicy let know order chili fry rice chicken comes ground barely chicken overwhelmingly spicy like have chili dinner spicy lover ll enjoy dish want taste enjoy dish want ask spicy beforehandand need washroom reach restaurant washroom step restaurant door ll scan keycard set stair not sure time washroom clean share people building include restaurant,4,"Jan 13, 2017","Brampton, Canada",1284,238
local friend recommend pearl sydney definitely favorite restaurant food authentic delicious crowd queue worth wait food 910service 8510atmosphere 8510,5,"Apr 16, 2019","San Jose, CA",261,42
ve die come bookmarke week note machine not work card huge piss luckily cash guess woudlnt pay way annoying mind cash able card dock half star food gotcoconut chicken soup chicken pad thai pork belly coconut chicken soup require sift remove lemongrass cilantro folk coriander flavor mild exception obnoxiousness assume lemongrass chicken not bad not exceptional dock half star mediocrity dish get star pork belly pad thai great pad thai come spice sugar mix pad thai ill half sugar add bit sweet perfect satisfactory dish regardless bit well chat thais pad thai customizability separate ingredient pork belly come eat right away dish good pipe hot easy distinguish bone dish crispy hell hell crispy ill find eventually flavor flavor deserve poorly write paragraphit sweetsavory flavor wish think moment remember startling crunch thinking eat bite absolutely incredible succulent perfect word lack foodrelatedadjectiveprowess allure wear temperature dish find pork belly well enjoy ravenous people eat peak flavor textureright come,4,"May 17, 2016","Winnipeg, Canada",1973,361
excellent thai restaurant city locate cbd popular queue 6pmthe food tasty plenty choice menuthe pineapple fry rice delicious,4,"Jun 18, 2016","Sydney, Australia",217,40
ambiance lively atmosphere tight spacingservice friendly quick refill get food outfood tasty pad thai curry shrimp morning glory recommend dish beef tongue great tough piece,5,"Apr 7, 2019","Downtown, Los Angeles, CA",247,39
