text,rating,date,location,review_length,word_count
"One of my favourite places to eat on a night out, whether it's with friends or just my boyfriend. Line can get really long, but once you're inside the service is so fast. Expect your food to arrive within 5 mins of ordering. We ordered the soft shell crab with mango salad. Absolutely delicious, the flavour was so divine! We also got the Pad prik khing, as did half the restaurant upon observation, and again we weren't disappointed. Just wait till you grab their dessert menu! This place is the full set, absolutely my favourite casual dining place.",5 ,"Mar 11, 2016","Sydney, Australia",551,98
"I am a massive fan of Home Thai. I've tried a range of dishes and really love the Massaman Curry, red curry, all the crispy pork and the desserts. As with most Asian restaurants, it's best to go to Home Thai with a group of people so that you get to try a broad range of dishes rather than just a couple. The Massaman curry is so so tender that I just want more. There's a hint of sour in the luscious coconut sauce which balances out the richness quite nicely.It's a popular restaurant so there is often a bit of a wait for a place, but the line moves quite quickly most of the time. Once inside you'll be crammed next to a thousand other diners on low wooden stools, but it's no big deal. Sort of adds to the ambience of the place really.All in all, one of the best Thai restaurants going with food tastier than most of the stuff I've tasted in Thailand.",5 ,"Aug 25, 2015","Kingswood, Australia",856,167
"You guys are getting sloppy. Quality is going down hill. Used to be my favorite, but you skipped the cherry tomatoes in my pork salad. It tasted salty?! The flavors were hot bland over spicy flavor. I can tell you've cheapened it up a bit more with the portion of meats, less in massaman curry and papaya salad wasn't good as it used to be.. no color and vibrancy like it was before. This used to be the best place for Thai in Sydney.. but I have other go to's now. Fix it and I'll rate it up again.",2 ,"Oct 19, 2018","Sydney, Australia",499,99
"Best food I have had in Sydney so far! Ordered the chicken pad Thai, pork belly, and the papaya salad. All three dishes were so delicious. I wish I had enough room to try the rest of the menu.",4 ,"Nov 25, 2016","Honolulu, HI",192,39
"Yum!  Had the sweet and spicy shrimp and pad prik prawns.  Both were excellent!!  Nice size portions--we could have shared one. Very casual, very noisy. Going back for pad Thai.",5 ,"Mar 23, 2019","Marietta, GA",177,30
"Delicious. Big menu, decent prices, fast service and a fun experience seeing the open kitchen.",5 ,"Dec 24, 2018","Bedford Stuyvesant, Brooklyn, NY",94,15
Fantastic cheap and cheerful Thai. I have almost had the entire menu here as I have been here at least a dozen times in past 5 years. Never a disappointment. The dishes are nice and spicy too!! Love it.,5 ,"Jan 13, 2016","Cheltenham, Australia",202,39
"Only had to wait a few short minutes to be seated even though the place was packed.The menu is pretty extensive and your eyes go all over the place trying to decide what to get. We started with a Thai iced tea (standard flavor), KEUW TIEW LOD (vegetarian rolls) and the corn. The rolls were excellent and a unique flavor, the corn was also really good but not exactly Thai in my opinion, but tasty  nonetheless. For our entrees we got the fried pork (didn't personally eat it but was told it was very good) and the STIR FRIED CHILLI BASIL W/ RICE with chicken..I thought it was really fishy tasting and couldn't eat it. Overall great place to try.",4 ,"Mar 25, 2016","Ormond Beach, FL",647,120
"G'day mates! Today was my first time in Sydney and I was dying to try this place. It was about 6pm on a Sunday and the line was already out the door. We waited about 6 or 7 minutes to be seated at a table for two. The service was not great, (maybe because they are always so busy) but it wasn't bad either. Mediocre at best. Chicken satay as an appetizer with peanut sauce. The flavors were great but the meat was a little overcooked. I had the salmon salad as my meal and it was cooked perfectly; very rare for me to have salmon at the perfect meat temperature. The salad has a nice kick to it. The mango sticky rice is to die for! Overall it was a great experience!",4 ,"Jul 9, 2016","Baltimore, MD",667,133
"Fantastic Thai food, amongst the best I've ever eaten.",5 ,"Jan 28, 2019","Sydney, Australia",54,9
This place is amazing thats all i could say. Delicious food always fresh and prompt service though some servers are day dreaming but hella good food.,4 ,"Jan 27, 2017","Merrylands, Australia",149,26
Authentic Thai food. The Stir fried fresh ginger with chicken was great - i like the combination of cilantro and mushroom.It is a very efficient restaurant - waiters move very fast and you see the staff in the open kitchen moving fast as well. You will subconsciously eat fast (so watch out for indigestion.)I would have given it 5* had the Kuew Tiew Lod crepe/skin was not broken.,4 ,"Jan 1, 2015","Kew Gardens, NY",381,68
wow! It provides great services. The food is very great and delicious. I'm so happy with their service and food.,4 ,"Mar 22, 2018",Australia,112,20
"Thai with an urbane vibe - place was hopping on a Sunday evening. Careful on the spice - wouldn't come if you don't handle spice well. Their 3-star is more like 5-star at other establishments. HighlightsGrilled beef - grilled perfectly and very flavorfulPad khee mao - very spicy, but tastyLowlightsPork belly soup - very sour and spicy. Didn't find this particularly agreeable with our palates.Service was fairly mediocre. We were nearly inclined to cancel our last dish, which still hadn't arrived when we had nearly finished our meal. Restaurant is bi-level, upstairs feels rather crammed - would recommend seating on the ground level if available.",3 ,"Dec 17, 2012","Seattle, WA",651,105
"the best thai food we had in a while, everything is quite tasty and authentic. the place is quite packed during the prime dining hours, so come before 6 to avoid the waitthey only take cash, so come prepared",5 ,"Dec 25, 2015","Chicago, IL",207,39
"Oh, how I love home, but it makes me cry.  Literally.  I love spicy food and will mnuch away on fresh jalapenos.  I even tried a Naga Jolokia once, which is rated at 1 million scoville units.  I spit it out after chewing it up as I have watched people get convulsions from swallowing one.  But Home's chicken larb has me crying like a group of teenage girls watching a double feature of Titanic and The Notebook.  Frankly, I would be crying too if I had to watch that double feature but for the several hours wasted from my life...Anyways, Home.  I really think some of the best Thai in Sydney and, after living in Newtown where it is a city ordinance to have at least 50% of all restaurants be Thai, I think I know what I am talking about.  Just be warned though, unless you want to spend the next day dragging your ass on the ground like a dog, stay away from the spicy preparations!",5 ,"Mar 7, 2013","Sydney, Australia",885,168
"Home thai, is hands down the best City joint for Thai food. The food is fantastic fresh and Cheap as chips we're talking 8-10$ mains here people how my a restaurant that does this and the food is coming from a kitchen not a luke warm bin and I will give you my beloved coopers pale ale baseball cap.There is no booking system and its a popular place with the local city workers so you want to rock up around 15 minutes past the hour or before it to miss the atypica 12 noon 1300hrs lunch time slots.Its also surprisingly quiet on Saturday afternoons as well so if you're knocking about the city on the weekend swing by for a power up.Number 7 (Prawn and pork dumplings) Number 44 (BBQ pork with a boiled egg!!! Joy!) and number 12 (Dried beef)  yes the ones that look like dried cat poo's please.They've posted some rather helpful pictures for the language morons like myself but even vastly more intelligent people then myself who venture off into the un-pictured territory of the menu have said how much the enjoy the food. Just go now immediately write your name on the clipboard out the front take ya number it won't take long.",5 ,"Jan 28, 2012",Australia,1131,208
"This place ALWAYS has a lineup outside .. and now I realize why. For a newcomer to Sydney, it's important to note that Thai restaurants are ... of no shortage. Kinda like sushi restaurants to Vancouver, there's probably hundreds and hundreds (no exaggeration). I think the difference between them is ... well, quality and price, naturally. There's a ton of fast-food type joints, where you can get a pad thai, pad see ew plate for under ten bucks. This would be roughly thrown together. On the contrary, you can hit up Sailor Thai or Spice I Am for a significantly higher price .... and there, you'll see the price and quality. Home is in between in price. Not bad in quality. Also not the best service, but maybe it's because they know they have line ups around the block. That, and this is not a tip-based country.I had a som tam thai (a staple of mine when I lived in Thailand) -- it wasn't bad. Not too spicy and enough dressing. The curry was pretty thick. The crispy pork belly and greens is a tad spicy. Pad Thais (regular and with thin vermicelli) isn't the best I've had ... but not the worse. There's also the mango and sticky rice dessert .... really good. And another dessert with taro. Would I come back and line up forever outside? Definitely no. But if you come a before closing, 9:30 ish, you can get a seat pretty quick.",4 ,"Jan 24, 2013","Sydney, Australia",1337,246
"I think Thai food has become my favourite asian cuisine, (with Japanese being a strong 2nd), and 'Home Thai Restaurant' has hit a home run. Brought one of my best mates along with me for dinner at this awesome restaurant and it didn't disappoint, everything was near perfect; the service, the friendliness of the staff, atmosphere and most importantly the food! The menu you read from had photos of the food you were about to order, so you knew exactly what you were getting. When the food hit the table, our jaws dropped, because what we saw in front of us was exactly like the photos in the menu (which is rare) and they looked and smelled absolutely amazing! Mind you, the whole place gave off a nice aroma. My mate has very high expectations when it comes to food and he was in love with the place... now that's saying something ;) Honestly please try this place out. Grab your friends, lovers, sisters, brothers, dads, mums, cousins etc. and give this Thai restaurant a go, it won't fail you.",5 ,"May 12, 2013","Sydney, Australia",997,180
"If you are looking for delicious and cheap Thai food, this is the place. The dishes are all bursting with flavour and character (though not traditionally authentic Thai, they are still mighty delicious).The food arrives very quickly though you may have to wait in line for a while to get a table! They don't take bookings here so you best get in early.Stand out dishes include the crispy pork belly, pad see ew and massamun beef curry. For dessert, you can't go past the ""bread sticks with custard"", which is a light and pillowy deep fried pastry served with a pandan custard dipping sauce.",5 ,"Jan 7, 2016","Sydney, Australia",590,104
"Based on a couple recommendations and the yelp reviews a few coworkers and I visited Home Thai on our last business trip to Australia.  I can definitely say this is the best Thai food I have had outside of Thailand!One thing I learned in Thailand is that the food only takes a few minutes to actually cook (prep is another story) and this place delivers on that.  The servers enter your order on a tablet and your food has arrived a few minutes later.  So, don't be scared off by the line as tables turn over quick. Definitely give this place a try if you are looking for great Thai food in Sydney.",5 ,"Nov 12, 2014","Redwood City, CA",598,113
"This was another restaurant that came recommended by a Sydney friend. Without looking for the restaurant, we knew we had found Home Thai by the group of people waiting outside the restaurant. Tip: Do not be intimidated by the length of the waitlist. After dining at Home Thai, the restaurant quickly turns over their tables and the wait is not that long. We were 10th on the list and managed to get our table in 15 minutes.My husband and I were quickly seated. Just moments after taking our order, we got the spicy mixed papaya salad and a bowl of rice. The rest of the food was quickly delivered minutes afterwards. It was such an efficient system. For two people, I would suggest only ordering 2-3 dishes. Our eyes were bigger than our stomach and we ordered too much food (4 dishes). As efficient as the restaurant is, they also try to get you to finish up and pay the bill quickly. BYO wine but not BYO beer. Credit card accepted.",4 ,"Jan 8, 2015","Brooklyn, NY",934,171
"Quick, delicious, would definitely come back.The food is quick, service is fast &amp; with error (they gave our food to another table, and gave us food from a different table), they seat people quickly despite long lines.  The food is legitimately spicy but worth the pain.  The Thai milk tea wasn't that good but the food made up for it.  Chose this place because of positive yelp reviews, and the reviews were right on.The brick walls give a nice fireplace feel.  Casual and higher middle class feel for reasonable prices.  Although fish is pretty expensive at $35 range.  The open kitchen that allows you to watch how things are cooked builds trust and is entertaining while you wait to be seated.  With the staff being all Asian, it feels authentic.",4 ,"Feb 8, 2015","Denver, CO",753,130
Food: decent... But just like a chain restaurant. I had the pad Thai.Ambiance: the decor is niceService: fast yes... But they are not what you would call nice. They seem to all hate their jobs and us coming in... That sucked. I get the impression the popularity of this place has gotten to them like what happens to a lot of places. Pretty crappy experience with only ok food. Yeah not again.,2 ,"Apr 24, 2015","Erie, CO",392,72
"Stopped in for some Thai food.  The restaurant was very busy with a line out the door.  I ordered takeaway and waited.  The Pad Kee Mao I ordered was reasonably flavorful.    Not hot like I requested, but a solid good.  The Masuman curry I ordered was not the worst I have had but far from the best. Overall I would give this restaurant two stars.  Compared to other options in the area I  raise it to three stars.",3 ,"Jul 31, 2014","Phoenix, AZ",414,78
"Nice Thai food, but still I can't understand why it attracts sooooo many people. The food is just above ok",4 ,"Feb 13, 2014","Darlington, Sydney, Australia",106,20
"I've been to quite a few Thai restaurants and Home is one of my favourites.During dinner hours you may have to wait for a while for a table but the wait is well worth it.  Soon after being seated and food ordered, food comes pretty quick.Can't go past the pork belly, crab mango salad and massaman beef (pity they don't serve it on the lunch menu though).",5 ,"Apr 6, 2014","Randwick, Australia",355,67
Totally worth the wait. The food was bonkers good. I started this review 2 years ago and never finished it. I was just visiting Sydney again last week and had to go back. The fried pork belly dish was consistently good. The curries were the right level of spicy and tasty.,5 ,"Jan 20, 2018","Sunnyvale, CA",272,51
"Home Thai is seriously one of the best Thai restaurants I have ever been too. I lived in Australia for about 3 months and could not find good Thai until this place. The atmosphere here is very cozy and inviting, servers are typical Thai people and very nice.  The food is prepared right in front/behind you depending where you sit in a large open kitchen set up on the 1st(main) floor. The ingredients are fresh, they properly alter the spiciness and the meat is cooked just perfect. My favorite dish here was the Pad See Ew, a combination of noodles, rice, seasoning, chicken and spicyness! Just delicious. Although I have had multiple things on the menu and all are good, I have never been disappointed. Only downfall about this place is people are starting to catch on to its awesome nature and therefore have started creating lines when I go here. To avoid waiting you can also get take out or pay by credit card which takes all of 10 minutes for those of you i a rush.If you are looking for authentic Thai in Sydney this is hands down the place to go. It just doesn't get any better then this, not even in the USA. After eating here I will have to go to Thailand to see if their food can compete!",5 ,"Apr 23, 2014","Dallas, TX",1201,224
"This place is as good as it gets, and it's as good as it gets almost daily for me.I rotate between the pad see ew and the pad kee mau (spelling?)Both with chickenBoth UNDER $10 -- for lunch at least.delicious.other adjectives that mean delicious.portion sizes are huge, sometimes I order once and eat lunch for two days-- that's FIVE DOLLARS A LUNCH. it's math. deal with it.",5 ,"Jun 17, 2014","Boston, MA",375,67
"Authentic thai food; but not my cup of tea. More spicy than I'm used to. It was also very smoky inside the restaurant and cramped. Moreover, in order to go to the bathroom I had to be escorted to an outside building.",2 ,"Oct 22, 2013","Seattle, WA",216,42
"OMG! Home Thai all the way. Great food... Ate many meals there in my 15 day stay a block and half away... They have these broccoli greens with pork belly that I WANT RIGHT NOW BUT CAN NOT HAVE!  And the dessert...#1... Its these fried pieces of delicious dough that you dip in green custard. (Wish I had found THAT one before the last night!) They do wicked things with a whole fish and I recommend the duck curry. Totally reasonable prices, byo ($4 a person). They like the heat so no bad reviews on how spicy they are because YOU HAVE BEEN WARNED!!! A Meal for four people who ordered a bunch of food came to $30 bucks a head. GO!",5 ,"Feb 1, 2012","Templeton, CA",632,122
I'm a regular here eating nearly once a week either for lunch or dinner. Quality of food is always good particularly for the single rice and noodle dishes. Big fan of both the pad Thai dishes on offer here. Service is usually good but on occasion when the restaurant is really busy it can get a bit messy and waiter service can be slow and impolite (eg I've had them spill water n my iPhone or me a few times). For the price you pay the food quality is really good. I would also recommend the pork belly rice dishes. That being said I think the curry here is not as good as their other dishes and have tried a few but been let down. If you want decent duck curry or something for under $20 then go up to Holy Bassil. Only thing to be mindful of is the line can get long during peak times eg weekday lunches and Friday night so you  need to get a ticket and line up outside- failing to pay attention closely can result in you losing your spot when they call your number!,5 ,"Jan 13, 2013","Pyrmont, Sydney, Australia",969,191
Oh man... Friendly waitresses and waiters. Super quick food preparation. Great menu. Lots of choices.This was the best Thai food experience I have ever had in a long time. The size of entree deep fried chicken was as big as a main course. Their Pad Thai was so wonderful. Great variety of soup. And very reasonable prices for such a great quality gourmet food.Highly recommended if you are around ...,5 ,"Jul 20, 2013","Canberra, Australia",400,70
"A girly catch up brought us to ""Home"" Thai restaurant for dinner.  I find their choice of restaurant name quite interesting as every time someone asked me which restaurant I was going to for Friday night dinner I'd reply with ""Home"" and be met with a puzzled ""but you said you were going out for dinner"" look on people's faces.I've been past home many times but the queue outside always deters me from trying it out.  This time though I wrote my name on the wait list and patiently stood in line for 40mins.  I found the open plan kitchen quite interesting as it gives you some comfort that the cooks aren't doing the dodgy with your food.  It also gives you something to do whilst waiting in line, although staring at people making food that isn't yours can be a bad thing when you're hungry.FOODTonight for our mains we ordered the Soft Shell Crab with Mango Salad ($16.50), Pad C Ew Chicken ($10.90) and the Stir Fried Pork Belly with Chinese Broccoli ($14.50).<a href=""http://www.yelp.com.au/biz_photos/C9vqxligvlBv6wGRigdYpg?select=UBQoVGvpWVpkEfHfcGl_Lg"" rel=""noopener nofollow"" target=""_blank"">http://www.yelp.com.au/biz_photos/C9vqxligvlBv6wGRigdYpg?select=UBQoVGvpWVpkEfHfcGl_Lg</a>The salad was delicious.  The crab was fresh and crispy whilst the salad complimented it well.  The salad was not as hot as the papaya salad but still full of spicy and sour flavours.  Whilst Pad C Ew is my all time favourite Thai noodle dish I'm not sure if anyone could ever make one that would make my mouth water.  Home ticks all the right taste buds and managed to satisfy me but not so much because of anything special they did to the dish but rather they didn't do anything wrong with the dish.  In terms of the pork belly I've only ever really eaten asian pork belly served on its own and so found it being served with chinese broccoli an interesting combination.  Whilst the pork belly itself was not as fatty as I had expected it to be the dish was stir fried with quite a bit of oil that made the vegetables look a little saturated in oil.  An additional thing to note is that we had 3 people and so ordered 2 servings of rice but what came out looked more like something that would have served 4 people.  Very generous indeed!After watching one of the cooks deep frying these sticks for 40mins whilst we were waiting to be seated, we decided to try them for dessert and so ordered the Fried Bread Sticks ($5.00).  This bread sticks tasted exactly like the ones I use to eat with congee so it was interesting to try this as a dessert dipped in pandan custard sauce.  The bread sticks are all freshly deep fried and so nice and crunchy on the outside whilst soft and fluffy on the inside.  I would have liked the pandan custard sauce to have had a stronger pandan flavour though.<a href=""http://www.yelp.com.au/biz_photos/C9vqxligvlBv6wGRigdYpg?select=SBxkdV7pIwceYj1Qe_ZomQ"" rel=""noopener nofollow"" target=""_blank"">http://www.yelp.com.au/biz_photos/C9vqxligvlBv6wGRigdYpg?select=SBxkdV7pIwceYj1Qe_ZomQ</a>SERVICEWaitstaff that take your orders with iPads and carry around LV bags (yet to confirm the genuineness of these bags but my bet is on fake) need I say more?!  For a busy restaurant with a high turnover there were enough people around to make sure we weren't waiting for our order to be taken or water to be refilled or food to be served.  Whilst the wait outside was long the wait inside inside wasn't and everything was smooth and efficient.  I also liked the fact that they repeated your order back to the table to avoid any mistakes being made.VERDICTThai seems to be the trendy cuisine in Sydney of late with a sizable number of Thai restaurants located in the city alone.  Home manages to provide a satisfying meal at a very affordable price which is obviously evident by the popularity the restaurant has gained in the short period of time it has been in operation.  I would definitely return to this restaurant to try more dishes but only on another day where I have the patience to wait in line.",4 ,"Dec 11, 2011","Sydney, Australia",4014,662
Delicious! Great Thai food!Got there around 7pm on a Tuesday night and it was already packed! Already a good sign we were at the right place. All the food was delicious.,5 ,"Sep 12, 2014","Los Angeles, CA",169,31
"Really good, but oh so very hot, Hot, HOT! The chicken larb is so spicy here that I can't tolerate it, but my husband love it. But if spicy isn't your thing, there are other options. The beef salad is very good and nowhere near the spiciness of some of the other dishes.",4 ,"Jan 19, 2013","Las Vegas, NV",270,53
"This was our first time @HomeThai and won't be our last. We arrived mid-week around 19:00 and despite a dozen people waiting on the footpath for takeaway, we were seated immediately.The menu is a wonderful mix of authentic dishes, some I have never tried before. I find it enlightening  to taste new mixtures of ingredients. One was the green papaya salad with fermented crabs...not for those who don't like a sweet/salty papaya combination with the crunch of small whole seasoned crabs, white cabbage, bean sprouts and snake beans. Yum !We also had a green chicken curry that was succulent and spicy. Eaten with pineapple fried rice, another new dish. It is a large restaurant with split level seating &amp; lots of hard industrial features. If not for an excessive amount of noise, this is really a 5 star Thai restaurant. Very reasonably priced, a tasty selection of over 50 dishes, with a good choice of Asian beers.Quick friendly service. Highly recommended.",4 ,"Sep 13, 2017","Cable Beach, Australia",963,161
Great food! Everything came out quickly expect a long line. They were out of the crab fried rice which was kinda a bummer but everything else was amazing! I came in solo and got like 4 entrees and it was only $28Aud! Take out to reality big here too so you have options!,5 ,"Oct 11, 2017","Philadelphia, PA",270,53
"Great service and got our food quite fast compared to other restaurants but had to wait 30 mins for a table of 3. So, arrive early to avoid queues.",4 ,"Jun 24, 2015","Sydney, Australia",147,29
I have come many time because I love Pad Thai here. Price is a bit expensive. Quality of dishes is good. Salad is fresh and crunchy. Yum. Variety of dishes. If less spicy will be awesome. I'm not a fan of spicy food,5 ,"Jul 17, 2013","Sydney, Australia",215,43
"Over priced or got the wrong bill. I had to wait 20 mins for a table for 1 last night.  Expect long lines. There's a bad twist to how busy thIs place is which I will explain later. When I initially got the tab of $52 from one of the 4 waitresses working the tables I thought it was a bit high  for my $40 meal.  But, being from the USA I figured it must be due to the local taxes and didn't want to raise a ruckus.  After getting back to my hotel I soon realized from  a local that all Auzi taxes are include in the price.  Oh no! I managed to find my restaurant receipt and found out that the waitress mistakenly gave me someone else's tab.  It showed 3 diners and had an extra entree and rice.  The meal was good, but, is it worth the long wait and getting overcharged?  Nope.  I believe the staff who gave me the wrong bill  was due to the busy night.  I hope management takes a look at my receipt attached and tell the waitress who handled my bill to be more careful next time because it can really piss off some customers.",1 ,"Dec 2, 2019","Santa Clara, CA",1027,204
"The real deal. Witness the line out the door. Jam-packed like downtown Bangkok or KL. Not a solely Thai place, although all the favorites can be found. Plenty of Malaysian, Singaporean and Indonesian plates mixed in there too. Fast service. Beer and wine if you wish. Best of all, outstanding authentic cuisine.",5 ,"Sep 8, 2017","Orange, CA",311,52
"Great place, I heard a lot about them and I decided to give it a try!Well there was a long queue but after about 20 minutes we got our seats, great Thai food, and fast service, not the top about cordiality but we understand they are always busy.Highly suggested",4 ,"May 8, 2014","Sydney, Australia",261,49
"Spicy and delightful! We ordered the green curry with chicken, red curry with tofu and vegetables, fried rice, and vegetable dumplings -- it was just the perfect amount of food for our party of 4 people. The ambience is lovely and the food was delivered quickly. Would visit again if I'm ever in the area.",5 ,"Aug 18, 2017","Berkeley, CA",305,55
"Popped in close to close time on a Saturday night, probably to be the last ones served, and enjoyed the speedy service and great fresh tasting Thai. We were initially seated next to a cash register that popped out centimeters from my head whenever bills were being settled (punishment for coming in close to close?) but we moved ourselves somewhere more comfortable when it opened up and they were fine with that.  The size of the beef pieces in the Massaman curry was crazy big - not what I'm used to. and was dubious at first but luckily the quality was good. Likewise my mate got the salmon which just looked like a cut of fish dumped in sauce, but the salmon had soaked up all the spicy juices perfectly. Both nice surprises. The house wine was about what you'd expect from house wine. There wasn't a bottle-o super-close by so we were stuck with it - recommend you make sure to bring something nice with you if you want a decent drop, otherwise Home Thai is a great choice for Thai in the CBD, and pretty darn cheap for a night eating out in Sydney!",4 ,"Oct 31, 2014","Melbourne, Australia",1054,196
"On our first day in Sydney, the line for this place was out the door, so naturally, we were intrigued. Came on a Tuesday around 5pm--no line at all. Both their beef pad thai and tom yum (perfect amount of lime and chili, you can ask for it 'mild' hot) are mouth-wateringly delicious. An automatic favorite!",5 ,"Dec 23, 2014","Cambridge, MA",306,56
"Yum! Home was a super yummy Thai place that I was pleased to get to eat at while here in Sydney! The ambiance was warm and friendly with small tables groups relatively close together. This is not a place for a large group at least from what I could see, however there were upper areas that I could not see from where we were seated.We were seated almost immediately, and our server came by almost as fast. As our first time here we need a moment to decide but once we did she appeared quickly once more and was ready to take our order. We got the pork belly, the pad c ew, the pork dumplings, and the prawn cakes all to share. We also each got a glass of sauvignon blanc. The pork dumplings came within 3 minutes, it was shocking the speed of service. I had heard good things about them so I was very excited. They were good, but definitely not what I was expecting. They had a thick consistency in the middle, and the filling was definitely more sweet than savory. They didn't come with a dipping sauce of any sort, which was fine, but I was just not expecting such a sweet start to dinner. The prawn cakes and pork belly came next also within 5 minutes of getting the dumplings. The pork belly delicious and crisp, almost to the point where I was worried I was eating something I wasn't supposed to be. It was excellent hot. I tried the prawn cakes next, and they were good as well. They came with a nice sauce and were nicely crispy on the outside with a yummy middle. Finally our Pad C Ew came, and I was honestly expecting it to be a bit spicier, but it was extremely mild, delicious, but certainly mild (and I am usually a 1 star max kind of spice girl). The sauce on that was really good, and the chicken was cooked absolutely perfectly. There was not one bite that I did not enjoy of it. Overall the service here is super fast, this is not a place to bring a large group or to hangout for a long period of time in, and the food is delicious, although the dumplings are on the sweeter side.Yum!",5 ,"Jun 8, 2017","Seattle, WA",2001,386
"Very average Thai food , still don't understand why it is popular , waiting time is quite ridiculous! Would not come back as there are so many options in the area !",1 ,"Nov 22, 2017","Darlinghurst, Australia",164,32
"Excellent food, everything is good there. Come earlier because the line can get long. My favorite place to go to whenever I am in Sydney. Family style is definitely the way to go. I have nothing bad to say about this place.",5 ,"Mar 23, 2017","Stanton, CA",223,42
"It was recommended to try this place while visiting Sydney. This place did not disappoint. I can say it's the best Thai food I have ever had. I had the classic Pad Thai, Dim Sum, and chicken satay. If you are ever in Sydney visiting you have to give it a try.",5 ,"Apr 6, 2017","Atlanta, GA",259,52
The restaurant had a funny wet-dog smell and some pesky flies. The food was average/good. I had the cashew chicken and my husband the crispy pork. Menu size and options were nice and service was quick.,3 ,"Sep 11, 2016","New York, NY",201,36
Really good and packed house. The wait was not bad but the service was a bit slow. Sticky mango was delicious.,4 ,"May 10, 2017","Temecula, CA",110,21
Busy! But great food. That kind of thai that is defiantly above average. I could eat here everyday of the week and be satisfied :),4 ,"Sep 7, 2016","Sydney, Australia",130,25
"My friend got the chili basil rice which was good but the massaman beef curry was disappointing. Super hard meat, obviously overcooked and the sauce was strangely milky sweet. I ordered it because the reviews on here said it was great but 10/10 would not recommend getting it. Maybe I got a shitty order but I'd say stick with the noodles or rice.",4 ,"Nov 4, 2016","Seattle, WA",347,63
Found this place on Yelp and decided to try it. Got there on the early side of dinner as we read that there would be a long queue. Got there and put our name down and were able to get a table within 15 min. We ordered the Pad Se Ew and a ginger chicken dish. The pad se ew was the best I've ever had. The ginger chicken dish was flavorful but we didn't realize that there would be so much chicken and not much else. Would've been better over rice. Overall we had a good dinner there though and next time I'd just order a second noodle dish or curry dish instead of the chicken.,4 ,"Aug 14, 2016","San Francisco, CA",577,117
"Pretty good Thai food for the area. I only ordered food to go since it was close to the hotel that I was staying at. Called in my order and picked it up like 5-10 minutes later. I ordered the pork belly with green beans which was delicious but a little spicy. Also ordered the chicken curry which was good. I think they both came with white rice. Both time that I was there to pick up my food, there's was no line and it was super fast. Would definitely come here again.",4 ,"Jul 16, 2014","Oakland, CA",470,93
"If a restaurant can't make chicken pad thai, they don't deserve my business.  The chicken pad thai I had here was so spectacular that now I don't think I can eat it any place else.  Not fancy, adequate service but stunning food at a great price.",4 ,"Oct 27, 2016","México, D.F., Mexico",245,46
"Love this place!! Definitely one of my favourites for Thai food and there's no doubt other people would think so too as they consistently have long queues. Decent prices, lively atmosphere and absolutely drool-worthy food.",4 ,"Feb 18, 2016","Sydney, Australia",222,35
Most people wrote good review on crispy pork belly. For me the Tom Yum is 5 stars and grill pork neck and its dipping sauce is one the winner,5 ,"Nov 24, 2012","Chatswood, Australia",141,29
I'm bummed out! I've been coming here for the last year and a half and thoroughly enjoyed it but they've changed the menu. Food is still very good but I miss the salmon and duck curry which was very different than their regular curries. They charged me $3 for using my cc on a $23 bill. The feel has changed as well. Just not as much energy. Don't think I'll be coming back as often.,3 ,"May 4, 2017","Carlsbad, CA",383,75
Seriously delicious food. There is a queue for a reason. Plenty to choose from including some interesting dishes to widen your normal choices of Thai. Good for kids too. The table system is efficient so don't be put off by the lines. It's worth the wait.,5 ,"Jun 22, 2016",Australia,254,46
"Highly overrated and the line outside surely helps with the hype. Service was fast and food looked great, but taste and quality definitely fell short. There was nothing special with any of our 5 plates (dumplings, squid, pad Thai, papaya salad, spring rolls). Just meh.",3 ,"Jan 4, 2017","San Francisco, CA",269,45
Seriously my favourite Thai in Sydney. I discovered it back in 2009 and it's still my go to Thai in Sydney's CBD. I know there's a queue but write your name on the list as the turnover is quick.,5 ,"Jun 14, 2016","Sydney, Australia",194,39
Very popular place with the locals and the tourists. Found this place through Yelp. Ordered the pork belly which is one of their signature dishes. The dish was full of flavor. Don't be alarmed by the crunchiness which took me off guard at first. Great dish to share but might be too much for just 1-2 people. Also ordered the Chicken pad Thai. It was tasty but nothing spectacular. Would definitely come back.,4 ,"Nov 30, 2016","Huntington Beach, CA",409,73
The food was delicious. The service was great!  We will definitely return before we leave Sydney. Be sure to get adventurous with the menu.,5 ,"Jun 21, 2017","København K, Copenhagen, Denmark",139,24
"Fantastic food -- I had the Dim Sim and Kao Kreab Pak Mhor. Very filling for a single person. Loaded with flavor; I liked the contrast between the nuttiness and sweetness of the Kao Kreab, and the tangy, peppery sauce used in the Dim Sim was outstanding. Fast service, almost brusque. I was in and out in 15 minutes. I'd go back. One note: they have a $1 credit card surcharge.",4 ,"Feb 27, 2016","San Jose, CA",377,71
"We went here for dinner. There was a rain storm that day and the restaurant was crowded with many people waiting too. Fortunately we got our table fast. The service was efficient too. For appetizer, we had curry puff which was sweet and spring rolls which had raw vegetables and tasted different than the fried ones which we have tried at other places. Did not enjoy the spring rolls. For the main course we had stir fry of fat noodles with vegetables and pad thai with vegetables. They were both good and had decent portions.",5 ,"Feb 25, 2019","New York, NY",526,95
